date,tag_tank,lifestage,tube_ID,conditioning_treatment,acute_treatment,number_animals,animal_ID,preservation_method,time,initials,page,20240314.qPCR,20240508.qPCR,notes,notebook_link,hardcopy_link
20240228,pink,adult,374,treated,high,1,1,RNA later 750 uL,15:25,ash,20,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page20.jpeg
20240228,pink,adult,21,treated,high,1,5,Snap frozen ,15:33,ash,21,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page21.jpeg
20240228,pink,adult,22,treated,high,1,3,Snap frozen ,15:29,ash,20,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page20.jpeg
20240228,pink,adult,45,treated,high,1,4,Snap frozen ,15:31,ash,20,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page20.jpeg
20240228,pink,adult,82,treated,high,1,1,Snap frozen ,15:25,ash,20,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page20.jpeg
20240228,pink,adult,85,treated,high,1,6,Snap frozen ,15:35,ash,21,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page21.jpeg
20240228,pink,adult,91,treated,high,1,8,Snap frozen ,15:39,ash,21,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page21.jpeg
20240228,pink,adult,95,treated,high,1,7,Snap frozen ,15:37,ash,21,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page21.jpeg
20240228,pink,adult,99,treated,high,1,2,Snap frozen ,15:27,ash,20,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page20.jpeg
20240228,right-juvenile,juvenile,104,control,ambient,1,10,DNA 70% ethanol,13:43,ash,13,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page13.jpeg
20240228,right-juvenile,juvenile,110,control,ambient,1,7,DNA 70% ethanol,13:43,ash,13,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page13.jpeg
20240228,right-juvenile,juvenile,123,control,ambient,1,9,DNA 70% ethanol,13:43,ash,13,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page13.jpeg
20240228,right-juvenile,juvenile,125,control,ambient,1,12,DNA 70% ethanol,13:43,ash,13,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page13.jpeg
20240228,right-juvenile,juvenile,171,control,ambient,1,11,DNA 70% ethanol,13:43,ash,13,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page13.jpeg
20240228,right-juvenile,juvenile,175,control,ambient,1,8,DNA 70% ethanol,13:43,ash,13,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page13.jpeg
20240228,right-juvenile,juvenile,205,control,ambient,1,5,RNA later 750 uL,13:38,ash,13,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page13.jpeg
20240228,right-juvenile,juvenile,238,control,ambient,1,2,RNA later 750 uL,13:38,ash,13,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page13.jpeg
20240228,right-juvenile,juvenile,273,control,ambient,1,3,RNA later 750 uL,13:38,ash,13,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page13.jpeg
20240228,right-juvenile,juvenile,279,control,ambient,1,4,RNA later 750 uL,13:38,ash,13,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page13.jpeg
20240228,right-juvenile,juvenile,293,control,ambient,1,1,RNA later 750 uL,13:38,ash,13,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page13.jpeg
20240228,right-juvenile,juvenile,317,control,ambient,1,6,RNA later 750 uL,13:38,ash,13,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page13.jpeg
20240228,right-juvenile,juvenile,18,control,ambient,1,15,Snap frozen ,13:48,ash,14,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page14.jpeg
20240228,right-juvenile,juvenile,57,control,ambient,1,14,Snap frozen ,13:48,ash,14,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page14.jpeg
20240228,right-juvenile,juvenile,65,control,ambient,1,17,Snap frozen ,13:48,ash,14,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page14.jpeg
20240228,right-juvenile,juvenile,75,control,ambient,1,13,Snap frozen ,13:48,ash,14,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page14.jpeg
20240228,right-juvenile,juvenile,79,control,ambient,1,16,Snap frozen ,13:48,ash,14,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page14.jpeg
20240228,right-juvenile,juvenile,130,control,high,1,7,DNA 70% ethanol,13:56,ash,14,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page14.jpeg
20240228,right-juvenile,juvenile,141,control,high,1,8,DNA 70% ethanol,13:56,ash,14,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page14.jpeg
20240228,right-juvenile,juvenile,146,control,high,1,12,DNA 70% ethanol,13:56,ash,14,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page14.jpeg
20240228,right-juvenile,juvenile,150,control,high,1,9,DNA 70% ethanol,13:56,ash,14,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page14.jpeg
20240228,right-juvenile,juvenile,170,control,high,1,11,DNA 70% ethanol,13:56,ash,14,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page14.jpeg
20240228,right-juvenile,juvenile,195,control,high,1,10,DNA 70% ethanol,13:56,ash,14,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page14.jpeg
20240228,right-juvenile,juvenile,297,control,high,1,6,RNA later 750 uL,13:52,ash,14,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page14.jpeg
20240228,right-juvenile,juvenile,301,control,high,1,3,RNA later 750 uL,13:52,ash,14,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page14.jpeg
20240228,right-juvenile,juvenile,324,control,high,1,4,RNA later 750 uL,13:52,ash,14,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page14.jpeg
20240228,right-juvenile,juvenile,351,control,high,1,2,RNA later 750 uL,13:52,ash,14,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page14.jpeg
20240228,right-juvenile,juvenile,355,control,high,1,1,RNA later 750 uL,13:52,ash,14,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page14.jpeg
20240228,right-juvenile,juvenile,371,control,high,1,5,RNA later 750 uL,13:52,ash,14,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page14.jpeg
20240228,right-juvenile,juvenile,12,control,high,1,14,Snap frozen ,14:01,ash,15,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page15.jpeg
20240228,right-juvenile,juvenile,39,control,high,1,13,Snap frozen ,14:01,ash,15,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page15.jpeg
20240228,right-juvenile,juvenile,43,control,high,1,16,Snap frozen ,14:01,ash,15,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page15.jpeg
20240228,right-juvenile,juvenile,49,control,high,1,17,Snap frozen ,14:01,ash,15,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page15.jpeg
20240228,right-juvenile,juvenile,71,control,high,1,15,Snap frozen ,14:01,ash,15,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page15.jpeg
20240228,left-juvenile,juvenile,147,treated,ambient,1,10,DNA 70% ethanol,13:08,ash,11,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page11.jpeg
20240228,left-juvenile,juvenile,152,treated,ambient,1,12,DNA 70% ethanol,13:08,ash,11,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page11.jpeg
20240228,left-juvenile,juvenile,158,treated,ambient,1,9,DNA 70% ethanol,13:08,ash,11,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page11.jpeg
20240228,left-juvenile,juvenile,162,treated,ambient,1,8,DNA 70% ethanol,13:08,ash,11,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page11.jpeg
20240228,left-juvenile,juvenile,169,treated,ambient,1,7,DNA 70% ethanol,13:08,ash,11,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page11.jpeg
20240228,left-juvenile,juvenile,188,treated,ambient,1,11,DNA 70% ethanol,13:08,ash,11,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page11.jpeg
20240228,left-juvenile,juvenile,271,treated,ambient,1,5,RNA later 750 uL,12:58,ash,11,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page11.jpeg
20240228,left-juvenile,juvenile,295,treated,ambient,1,6,RNA later 750 uL,12:58,ash,11,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page11.jpeg
20240228,left-juvenile,juvenile,310,treated,ambient,1,2,RNA later 750 uL,12:58,ash,11,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page11.jpeg
20240228,left-juvenile,juvenile,357,treated,ambient,1,3,RNA later 750 uL,12:58,ash,11,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page11.jpeg
20240228,left-juvenile,juvenile,361,treated,ambient,1,1,RNA later 750 uL,12:58,ash,11,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page11.jpeg
20240228,left-juvenile,juvenile,381,treated,ambient,1,4,RNA later 750 uL,12:58,ash,11,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page11.jpeg
20240228,left-juvenile,juvenile,1,treated,ambient,1,16,Snap frozen ,13:16,ash,10,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page10.jpeg
20240228,left-juvenile,juvenile,34,treated,ambient,1,13,Snap frozen ,13:16,ash,11,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page11.jpeg
20240228,left-juvenile,juvenile,64,treated,ambient,1,17,Snap frozen ,13:16,ash,10,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page10.jpeg
20240228,left-juvenile,juvenile,83,treated,ambient,1,15,Snap frozen ,13:16,ash,10,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page10.jpeg
20240228,left-juvenile,juvenile,98,treated,ambient,1,14,Snap frozen ,13:16,ash,11,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page11.jpeg
20240228,left-juvenile,juvenile,106,treated,high,1,9,DNA 70% ethanol,13:28,ash,12,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page12.jpeg
20240228,left-juvenile,juvenile,109,treated,high,1,10,DNA 70% ethanol,13:28,ash,12,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page12.jpeg
20240228,left-juvenile,juvenile,139,treated,high,1,7,DNA 70% ethanol,13:28,ash,12,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page12.jpeg
20240228,left-juvenile,juvenile,149,treated,high,1,12,DNA 70% ethanol,13:28,ash,12,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page12.jpeg
20240228,left-juvenile,juvenile,173,treated,high,1,11,DNA 70% ethanol,13:28,ash,12,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page12.jpeg
20240228,left-juvenile,juvenile,181,treated,high,1,8,DNA 70% ethanol,13:28,ash,12,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page12.jpeg
20240228,left-juvenile,juvenile,213,treated,high,1,6,RNA later 750 uL,13:23,ash,12,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page12.jpeg
20240228,left-juvenile,juvenile,290,treated,high,1,4,RNA later 750 uL,13:23,ash,12,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page12.jpeg
20240228,left-juvenile,juvenile,302,treated,high,1,2,RNA later 750 uL,13:23,ash,12,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page12.jpeg
20240228,left-juvenile,juvenile,311,treated,high,1,1,RNA later 750 uL,13:23,ash,12,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page12.jpeg
20240228,left-juvenile,juvenile,364,treated,high,1,3,RNA later 750 uL,13:23,ash,12,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page12.jpeg
20240228,left-juvenile,juvenile,392,treated,high,1,5,RNA later 750 uL,13:23,ash,12,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page12.jpeg
20240228,left-juvenile,juvenile,28,treated,high,1,16,Snap frozen ,13:32,ash,13,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page13.jpeg
20240228,left-juvenile,juvenile,53,treated,high,1,13,Snap frozen ,13:32,ash,12,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page12.jpeg
20240228,left-juvenile,juvenile,61,treated,high,1,15,Snap frozen ,13:32,ash,13,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page13.jpeg
20240228,left-juvenile,juvenile,73,treated,high,1,14,Snap frozen ,13:32,ash,12,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page12.jpeg
20240228,left-juvenile,juvenile,81,treated,high,1,17,Snap frozen ,13:32,ash,13,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page13.jpeg
20240228,right-seed,seed,101,control,ambient,1,10,DNA 70% ethanol,11:08,kmd,6,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page6.jpeg
20240228,right-seed,seed,119,control,ambient,1,9,DNA 70% ethanol,11:08,kmd,6,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page6.jpeg
20240228,right-seed,seed,122,control,ambient,1,8,DNA 70% ethanol,11:08,kmd,6,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page6.jpeg
20240228,right-seed,seed,155,control,ambient,1,12,DNA 70% ethanol,11:08,kmd,6,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page6.jpeg
20240228,right-seed,seed,164,control,ambient,1,7,DNA 70% ethanol,11:08,kmd,6,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page6.jpeg
20240228,right-seed,seed,187,control,ambient,1,11,DNA 70% ethanol,11:08,kmd,6,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page6.jpeg
20240228,right-seed,seed,202,control,ambient,1,6,RNA later 750 uL,11:02,kmd,6,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page6.jpeg
20240228,right-seed,seed,209,control,ambient,1,3,RNA later 750 uL,11:02,kmd,6,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page6.jpeg
20240228,right-seed,seed,214,control,ambient,1,1,RNA later 750 uL,11:02,kmd,5,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page5.jpeg
